Date,Time,Year,Manufacturer,Contributory Factors,Phase of Flight,Crash Location,Departure,Destination,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground
6/16/1995,,1995,Antonov,Weather Related,Other/Unknown,"Volgograd, Russia",Poliny Osipenko,Nikolayevsk-on-Amur,12,,,12,,,0
6/24/1995,1605,1995,Tupolev,"Weather Related, Takeoff/Landing Incident",Landing/Approach,"Lagos, Nigeria",Kaduna,Lagos,80,74,6,16,16,0,0
6/27/1995,950,1995,Other,Other/Undetermined,En route/Cruise,"La Romana, Dominican Republic",Santo Domingo,"Aguadilla, Puerto Rico",2,0,2,2,0,2,0
7/1/1995,,1995,Bombardier/De Havilland,Mechanical/System Failure,On Ground,"Kiunga, Papua New Guinea",Port Moresby,Tabubil,3,1,2,3,1,2,0
7/12/1995,800,1995,Bombardier/De Havilland,"Fire/Smoke Onboard, Takeoff/Landing Incident",Takeoff/Initial Climb,"Gumey, Papua New Guinea",Alotou,Dagura,15,13,2,15,13,2,0
7/17/1995,,1995,Bombardier/De Havilland,"Weather Related, Loss of Control In-Flight (LOC-I), Takeoff/Landing Incident",Takeoff/Initial Climb,"Bintuni,  Indonesia",,,18,16,2,1,0,1,0
7/25/1995,,1995,Other,"Mechanical/System Failure, Takeoff/Landing Incident",Takeoff/Initial Climb,"Near Karamui, Papua New Guinea",,,2,1,1,2,1,1,0
8/2/1995,,1995,Antonov,Takeoff/Landing Incident,Takeoff/Initial Climb,"Johannesburg, South Africa",Johannesburg,Jamba,3,0,3,3,0,3,0
8/9/1995,2014,1995,Boeing,Weather Related,On Ground,"Mt. Chichontepec, San Vincente, El Salvador",Guatemala City,San Salvador,65,58,7,65,58,7,0
8/9/1995,,1995,Other,Weather Related,Other/Unknown,"Near Kaimana, Indonesia",Tual,Langgar,10,6,4,10,6,4,0
8/14/1995,,1995,Embraer,Other/Undetermined,Other/Unknown,"Nevada del Huila, Colombia",Neiva,Cali,10,8,2,10,8,2,0
8/21/1995,1253,1995,Embraer,"Weather Related, Pilot/Human Error, Mechanical/System Failure, Maintenance Issues, Takeoff/Landing Incident, Collision",Takeoff/Initial Climb,"Near Carrollton, Georgia",Atlanta,Gulfport,29,26,3,10,9,1,0
9/1/1995,1200,1995,Other,"Weather Related, Mechanical/System Failure",En route/Cruise,"Near Farewell, Alaska",Farewell,Anchorage,1,0,1,1,0,1,0
9/9/1995,715,1995,Other,"Weather Related, Takeoff/Landing Incident",Landing/Approach,"Near La Macarena, Colombia",Villavicencio,La Macarena,22,18,4,21,17,4,0
9/11/1995,,1995,Antonov,Other/Undetermined,Other/Unknown,"Jalalabad, Afghanistan",Kabul,Jalalabad,51,44,7,3,3,0,0
9/15/1995,1222,1995,Fokker,Takeoff/Landing Incident,Landing/Approach,"Tawau,  Malaysia",Kota Kinabalu,Tawau,53,49,4,34,32,2,0
9/21/1995,1230,1995,Antonov,Other/Undetermined,Landing/Approach,"Near Moron, Mongolia",Ulan Bator,Moron,43,37,6,42,36,6,0
9/24/1995,,1995,Other,"Weather Related, Takeoff/Landing Incident",Takeoff/Initial Climb,"Sterligov Cape, Russia",Cape Chelyuskin,Sterligov Cope,15,10,5,15,10,5,0
10/3/1995,800,1995,Other,"Mechanical/System Failure, Collision",En route/Cruise,"Gunung Antara, Indonesia",Medan,Meulaboh,14,12,2,1,0,1,0
10/4/1995,,1995,Other,Other/Undetermined,En route/Cruise,"Barskoon, Kirghizia",,,15,12,3,15,12,3,0
11/13/1995,855,1995,Boeing,Fire/Smoke Onboard,On Ground,"Kaduna, Nigeria",Jos,Kano,137,129,8,9,9,0,0
11/29/1995,1015,1995,Other,Weather Related,En route/Cruise,"Off Labuan, Malaysia",,,10,8,2,10,8,2,0
11/30/1995,1910,1995,Boeing,Other/Undetermined,Other/Unknown,"Baku, Azerbaijan",,,6,0,6,2,0,2,0
12/3/1995,2244,1995,Boeing,"Mechanical/System Failure, Takeoff/Landing Incident",Landing/Approach,"Near Douala, Cameroon",Cotonou,Douala,78,72,6,72,68,4,0
12/5/1995,1755,1995,Tupolev,"Mechanical/System Failure, Takeoff/Landing Incident",Takeoff/Initial Climb,"Near Nakhichevan, Azerbaijan, Russia",Nakhichevan,Baku,82,76,6,54,52,2,0
12/7/1995,520,1995,Tupolev,"Weather Related, Pilot/Human Error",En route/Cruise,"Near Grossevichi, Russia",Yushno,Khabarovk,98,90,8,98,90,8,0
12/13/1995,1900,1995,Antonov,Takeoff/Landing Incident,Takeoff/Initial Climb,"Verona  - Villafranca, Italy",Verona,Timisoara,49,41,8,49,41,8,0
12/18/1995,,1995,Lockheed,"Loss of Control In-Flight (LOC-I), Takeoff/Landing Incident",Takeoff/Initial Climb,"Cahungula, Angola",Jamba Airport,?,144,139,5,141,137,4,0
12/22/1995,,1995,Other,Other/Undetermined,On Ground,"Bagasin, Papua New Guinea",Madang,Bundi,12,11,1,2,1,1,0
1/8/1996,,1996,Other,Mechanical/System Failure,En route/Cruise,"Off Bridgetown, Barbados",Union Island,Bridgetown,10,9,1,1,1,0,0
1/8/1996,1243,1996,Antonov,Other/Undetermined,En route/Cruise,"Kinshasa, Zaire",Kinshasa,Kahemba,6,0,6,2,0,2,225
2/4/1996,1412,1996,Douglas/McDonnell Douglas,"Mechanical/System Failure, Loss of Control In-Flight (LOC-I), Takeoff/Landing Incident",Takeoff/Initial Climb,"Asuncion, Paraguay",Asuncion,Campina Grande,4,1,3,4,1,3,24
2/5/1996,950,1996,Other,"Pilot/Human Error, Intentional Act/Attack, Takeoff/Landing Incident",Takeoff/Initial Climb,"St. Johns, Arizona","St. Johns, AZ","Brownsville, TX",4,2,2,4,2,2,0
2/12/1996,1201,1996,Other,Other/Undetermined,On Ground,"Port-au-Prince, Hati",Port-au-Prince,Cap Haitien,15,13,2,11,9,2,0
2/27/1996,540,1996,Antonov,Weather Related,Landing/Approach,"Near Lukapa, Angola",Ludana,Lukapa,8,3,5,8,3,5,0
2/29/1996,2025,1996,Boeing,"Weather Related, Collision",En route/Cruise,"Arequipa, Peru",Lima,Arequipa,123,117,6,123,117,6,0
3/12/1996,,1996,Other,Weather Related,Landing/Approach,"Karabogazgol Bay, Turkmenistan",,,12,9,3,12,9,3,0
4/5/1996,1444,1996,Ilyushin,Other/Undetermined,Landing/Approach,"Near Petropavlovsk, Russia",Novosibirsk,Petropavlovsk,20,11,9,20,11,9,0
4/5/1996,,1996,Other,Weather Related,Landing/Approach,"Off Matsu Island, Taiwan",Taipei,Matsu Island,17,15,2,6,6,0,0
5/3/1996,2200,1996,Antonov,"Weather Related, Takeoff/Landing Incident, Collision",Landing/Approach,"Near Haj Yousif, Sudan",Wadi Halfa,Khartoum,53,48,5,53,48,5,0
5/9/1996,,1996,Bombardier/De Havilland,Other/Undetermined,Other/Unknown,"Near Terrace, British Columbia, Canada",,,2,0,2,2,0,2,0
5/10/1996,,1996,Bombardier/De Havilland,Weather Related,On Ground,"Otaez, Mexico",Durango,Otaez,19,17,2,16,14,2,0
5/11/1996,1315,1996,Other,Other/Undetermined,En route/Cruise,"Oumba, Papua New Guinea",Menyamya,Marakawa,10,9,1,1,1,0,0
5/19/1996,2336,1996,Other,Takeoff/Landing Incident,Landing/Approach,"Griesta, United Kingdom",Inverness,Lerwick,3,2,1,3,2,1,0
6/6/1996,,1996,Ilyushin,Takeoff/Landing Incident,Takeoff/Initial Climb,"Kinshasa, Democratic Republic Congo","Kinshasa, Congo","Athens, Greece",10,2,8,10,2,8,0
6/9/1996,1455,1996,Boeing,"Weather Related, Takeoff/Landing Incident",Landing/Approach,"Rasht, Iran",Training,,7,0,7,7,0,7,0
6/13/1996,1207,1996,Douglas/McDonnell Douglas,"Pilot/Human Error, Mechanical/System Failure, Fire/Smoke Onboard, Takeoff/Landing Incident",Takeoff/Initial Climb,"Fukuoka, Japan",Fukuoka,Denpasar,275,260,15,3,3,0,0
6/21/1996,1704,1996,Other,Takeoff/Landing Incident,Landing/Approach,"Shanghai, China",Dalian,Shanghai,12,9,3,2,1,1,0
7/6/1996,1542,1996,Douglas/McDonnell Douglas,"Mechanical/System Failure, Maintenance Issues",Other/Unknown,"Pensacola, Florida",Pensacola,Atlanta,142,137,5,2,2,0,0
7/9/1996,1630,1996,Bombardier/De Havilland,Weather Related,Landing/Approach,"Papua, New Guinea",Bosavi,Mendi,20,19,1,20,19,1,0
7/11/1996,900,1996,Other,Weather Related,Landing/Approach,"Near Kanda, India",Delhi,Shimla,9,6,3,9,6,3,0
7/17/1996,1635,1996,Bombardier/De Havilland,Other/Undetermined,On Ground,"Near Playa del Carmen, Mexico",Holvox Island,Playa del Carmen,18,16,2,1,1,0,0
7/20/1996,1515,1996,Douglas/McDonnell Douglas,"Pilot/Human Error, Mechanical/System Failure, Fire/Smoke Onboard, Takeoff/Landing Incident",Takeoff/Initial Climb,"Russian Mission, Alaska",Emmonak,Aniak,4,1,3,4,1,3,0
7/24/1996,,1996,Fokker,Weather Related,Landing/Approach,"Near Mergui, Manmar",Rangoon,Mergui,49,44,5,8,8,0,0
8/12/1996,1347,1996,Bombardier/De Havilland,"Weather Related, Takeoff/Landing Incident",Takeoff/Initial Climb,"Markham Bay, Canada",Iqaluit,Markham Bay,2,0,2,2,0,2,0
8/14/1996,,1996,Douglas/McDonnell Douglas,"Mechanical/System Failure, Fire/Smoke Onboard",Other/Unknown,"Near Bronson Creek, British Columbia, Canada",Bronson Creek,Wrangell,3,0,3,1,0,1,0
8/18/1996,1950,1996,Bombardier/De Havilland,Weather Related,En route/Cruise," Near Alliford Bay, British Columbia, Canada2",Tasu,Alliford,3,2,1,3,2,1,0
8/19/1996,316,1996,Ilyushin,Mechanical/System Failure,On Ground,"Belgrade, Yugosalvia",Belgrade,Malta,12,2,10,12,2,10,0
8/29/1996,1022,1996,Tupolev,Weather Related,Landing/Approach,"Near Longyearbyen, Norway",Moscow,Svalbard,141,129,12,141,129,12,0
9/25/1996,1637,1996,Douglas/McDonnell Douglas,"Weather Related, Mechanical/System Failure, Loss of Control In-Flight (LOC-I), Takeoff/Landing Incident",Takeoff/Initial Climb,"Waddenzee, Netherlands",Texel,Amsterdam,32,26,6,32,26,6,0
10/2/1996,116,1996,Boeing,"Mechanical/System Failure, Maintenance Issues",En route/Cruise,"Off Pasamayo, Peru",Lima,Santiago,70,61,9,70,61,9,0
10/3/1996,,1996,Bombardier/De Havilland,Other/Undetermined,Other/Unknown,"Kahemba, Congo",,,21,19,2,6,4,2,0
10/6/1996,,1996,Antonov,"Mechanical/System Failure, Takeoff/Landing Incident",Landing/Approach,"Lukapa, Angola",,,19,13,6,6,5,1,0
10/8/1996,1050,1996,Antonov,"Weather Related, Mechanical/System Failure, Collision",Landing/Approach,"San Francesco al Campo, Italy",Moscow,"Turin, Italy",23,0,23,2,0,2,2
10/22/1996,2241,1996,Boeing,"Mechanical/System Failure, Fire/Smoke Onboard",Takeoff/Initial Climb,"Manta, Ecuador",Manta,Miami,4,0,4,4,0,4,30
10/26/1996,2045,1996,Other,Weather Related,Landing/Approach,"Khanty, Russia",Tyumen,Khanty,34,30,4,5,3,2,0
10/31/1996,827,1996,Fokker,"Mechanical/System Failure, Takeoff/Landing Incident, Collision",Takeoff/Initial Climb,"Sao Paolo, Brazil",Sao Paulo,Rio de Janiero,95,89,6,95,89,6,3
11/1/1996,810,1996,Embraer,Weather Related,Landing/Approach,"Near Tikal, Guatemala",Guatemala City,Flores,16,14,2,16,14,2,0
11/7/1996,1700,1996,Boeing,Loss of Control In-Flight (LOC-I),En route/Cruise,"Lagos, Nigeria",Port Harcourt,Lagos,143,134,9,143,134,9,0
11/7/1996,929,1996,Cessna,"Pilot/Human Error, Mechanical/System Failure, Takeoff/Landing Incident, Explosion/Decompression",Landing/Approach,"Aubusson, France",Geneva,Bordeaux,8,7,1,8,7,1,0
11/12/1996,1840,1996,Boeing,Other/Undetermined,Takeoff/Initial Climb,"Near Charkhi Dadri, India",New Delhi,Dhahran / Chimkent,349,316,33,349,316,33,0
11/14/1996,1302,1996,Antonov,"Weather Related, Loss of Control In-Flight (LOC-I)",En route/Cruise,"BolchaÃ¯a Pyssa, Russia",Most Pyssa,Koslan,15,13,2,14,13,1,0
11/19/1996,1701,1996,Other,"Fire/Smoke Onboard, Takeoff/Landing Incident",Landing/Approach,"Quincy, Illinois","Burlington, IA","Quincy, IA",14,10,4,14,10,4,0
11/23/1996,1515,1996,Boeing,Intentional Act/Attack,Other/Unknown,"Off Mitsamiouli, Comoros",Addis Ababa,Nairobi,175,163,12,127,117,10,0
11/30/1996,1033,1996,Bombardier/De Havilland,"Loss of Control In-Flight (LOC-I), Takeoff/Landing Incident",Takeoff/Initial Climb,"Medellin, Colombia",Medellin,Bahia Solano,15,13,2,14,12,2,0
12/7/1996,1523,1996,Other,"Mechanical/System Failure, Fire/Smoke Onboard, Collision",On Ground,"Banjarmasin, Indonesia",Banjarmasin,Sampit,17,15,2,16,14,2,2
12/9/1996,1803,1996,Douglas/McDonnell Douglas,"Mechanical/System Failure, Fire/Smoke Onboard, Takeoff/Landing Incident",Takeoff/Initial Climb,"Boise, Idaho",Boise,Salt Lake City,2,0,2,2,0,2,0
12/21/1996,2232,1996,Antonov,Other/Undetermined,On Ground,"Rio Negro, Colombia",Bogota,Medellin,4,1,3,4,1,3,0
1/7/1997,1100,1997,Bombardier/De Havilland,Weather Related,On Ground,"Near Moamoa, Samoa",Pago Pago,FagaliI,5,3,2,3,2,1,0
1/9/1997,1554,1997,Embraer,Weather Related,Landing/Approach,"Near Monroe, Michigan",Cincinnati,Detroit,29,26,3,29,26,3,0
1/29/1997,2310,1997,Bombardier/De Havilland,"Weather Related, Mechanical/System Failure, Takeoff/Landing Incident",Landing/Approach,"Sparrevohn, Alaska",St. Marys,Kenai,2,0,2,1,0,1,0
1/31/1997,,1997,Embraer,"Takeoff/Landing Incident, Collision",Landing/Approach,"Yola, Nigeria",Jos,Yola,16,13,3,5,2,3,0
2/1/1997,1438,1997,Other,Mechanical/System Failure,Other/Unknown,"Tambacoumba, Senegal",Tambacounda,Dakar,52,49,3,25,22,3,0
2/2/1997,1730,1997,Other,Other/Undetermined,En route/Cruise,"Near Quiangala, Angola",Luanda,Cafunfo,37,33,4,37,33,4,0
2/14/1997,1234,1997,Boeing,"Weather Related, Takeoff/Landing Incident",Landing/Approach,"Carajas, Brazil",Maraba,Carajas,52,46,6,1,0,1,0
2/19/1997,306,1997,Other,Other/Undetermined,Landing/Approach,"Guatemala City, Guatemala","Lima, Peru","Guatemala City, Guatemala",5,4,1,5,4,1,0
3/12/1997,,1997,Antonov,Weather Related,On Ground,"Lucapa, Angola",Luanda,Lucapa,16,12,4,16,12,4,0
3/18/1997,1004,1997,Antonov,"Mechanical/System Failure, Maintenance Issues, Fire/Smoke Onboard, Explosion/Decompression",En route/Cruise,"Cherkessk, Russia",Stavropol,Trabzon,50,44,6,50,44,6,0
4/4/1997,16,1997,Other,"Mechanical/System Failure, Collision",On Ground,"Griffin, Georgia",Griffin,Americus,2,0,2,2,0,2,0
4/10/1997,2030,1997,Cessna,"Weather Related, Mechanical/System Failure",Landing/Approach,"Near Wainwright, Alaska",Barrow,Wainwright,5,4,1,5,4,1,0
4/14/1997,,1997,Fokker,Other/Undetermined,En route/Cruise,"Brazzaville, Democratic Republic Congo",Brazzaville,Luanda,7,4,3,3,0,3,0
4/15/1997,,1997,Other,"Weather Related, Fire/Smoke Onboard, Takeoff/Landing Incident",Landing/Approach,"Gyandzha, Azerbaijan",Training,,6,0,6,6,0,6,0
4/19/1997,739,1997,Other,"Mechanical/System Failure, Takeoff/Landing Incident",Landing/Approach,"Tanjung Pandan, Indonesia",Jakarta,Tanjung Pandan,53,48,5,15,11,4,0
5/8/1997,2128,1997,Boeing,"Weather Related, Fire/Smoke Onboard, Takeoff/Landing Incident",Takeoff/Initial Climb,"Huangtian, China",Chongqing,Shenzen,74,65,9,35,33,2,0
6/6/1997,735,1997,Other,Fire/Smoke Onboard,Other/Unknown,"Near Irumu, Congo",Bunia,Kisangani,27,20,7,27,20,7,0
6/10/1997,,1997,Other,Weather Related,On Ground,"Mandalgobi, Mongolia",Ulan Bator,Mandalgobi,12,10,2,7,7,0,0
7/3/1997,349,1997,Fokker,"Weather Related, Loss of Control In-Flight (LOC-I)",Other/Unknown,"Madh Island, India",Mumbai,Banglaor,2,0,2,2,0,2,0
7/9/1997,930,1997,Fokker,"Weather Related, Intentional Act/Attack, Suicide, Explosion/Decompression",Other/Unknown,"Suzano, Brazil",Sao Jose dos Campos,Congonhas,60,55,5,1,1,0,0
7/11/1997,2155,1997,Antonov,"Mechanical/System Failure, Takeoff/Landing Incident",Takeoff/Initial Climb,"Off Santiago de Cuba, Cuba",Santiago de Cuba,Havana,44,39,5,44,39,5,0
7/17/1997,1156,1997,Fokker,"Mechanical/System Failure, Fire/Smoke Onboard, Takeoff/Landing Incident",Landing/Approach,"Bandung, Indonesia",Bangdung,Jakarta,50,45,5,30,25,5,0
7/18/1997,1032,1997,Bombardier/De Havilland,"Weather Related, Mechanical/System Failure",Other/Unknown,"Goroka,  New Guinea",Chimbu,Goroka,4,3,1,2,1,1,0
7/29/1997,,1997,Other,Weather Related,On Ground,"Calabar , Nigeria",Lagos,Calabar,55,49,6,1,0,1,0
7/30/1997,1030,1997,Other,Weather Related,On Ground,"Florence, Italy",Nice,Florence,17,14,3,1,0,1,0
8/7/1997,1236,1997,Douglas/McDonnell Douglas,Loss of Control In-Flight (LOC-I),Takeoff/Initial Climb,"Miami, Florida",Miami,Santo Domingo,4,1,3,4,1,3,1
8/10/1997,815,1997,Other,"Weather Related, Takeoff/Landing Incident",Landing/Approach,"Matsu Island, Taiwan",Taipei,Matsu,16,14,2,16,14,2,0
8/29/1997,,1997,Cessna,Other/Undetermined,Other/Unknown,"Puerto Inirida, Venezuela",San Felipe,Puerto Inirida,12,10,2,12,10,2,0
9/6/1997,1944,1997,Other,Collision,Landing/Approach,"Near Miri, Malaysia",Bandar Seri Begawan,Miri,10,8,2,10,8,2,0
9/12/1997,,1997,Bombardier/De Havilland,Other/Undetermined,Landing/Approach,"Near Uvira, Zaire",Buknavu,Uvira,22,21,1,22,21,1,0
9/26/1997,1334,1997,Airbus,"Weather Related, Mechanical/System Failure, Fire/Smoke Onboard",On Ground,"Buah Nabar, Indonesia",Jakarta,Medan,234,222,12,234,222,12,0
10/8/1997,723,1997,Cessna,"Weather Related, Mechanical/System Failure, Loss of Control In-Flight (LOC-I)",Other/Unknown,"Near Montrose, Colorado","Montrose, CO","Page, AZ",9,8,1,9,8,1,0
10/10/1997,2223,1997,Douglas/McDonnell Douglas,Weather Related,Other/Unknown,"Nuevo Berlin, Uruguay",Posadas,Buenos Aires,74,69,5,74,69,5,0
10/12/1997,1728,1997,Other,"Mechanical/System Failure, Takeoff/Landing Incident",Landing/Approach,"Monterey Bay, near Pacific Grove, California",,,1,0,1,1,0,1,0
10/29/1997,,1997,Other,Takeoff/Landing Incident,Landing/Approach,"Jalal-Abad, Afghanistan",,,26,20,6,2,2,0,0
11/8/1997,808,1997,Cessna,"Loss of Control In-Flight (LOC-I), Takeoff/Landing Incident",Takeoff/Initial Climb,"Near Barrow, Alaska",Barrow,Wainwright,8,7,1,8,7,1,0
12/9/1997,1526,1997,Embraer,"Weather Related, Loss of Control In-Flight (LOC-I)",Landing/Approach,"Little Grand Rapids, Canada",Winnipeg,Little Grand Rapids,17,15,2,4,3,1,0
12/13/1997,1705,1997,Other,"Mechanical/System Failure, Takeoff/Landing Incident, Collision",Landing/Approach,"La Veriente, Bolivia",Villamontes,Santa Cruz,19,17,2,10,9,1,0
12/15/1997,1835,1997,Tupolev,Pilot/Human Error,Other/Unknown,"Sharjah, United Arab Emirates",Dushanbe,Sharjah,86,77,9,85,77,8,0
12/17/1997,1913,1997,Other,"Weather Related, Takeoff/Landing Incident, Collision",Landing/Approach,"Fotina, Greece",Odessa,Thessaloniki,70,62,8,70,62,8,0
12/19/1997,1613,1997,Boeing,"Weather Related, Mechanical/System Failure, Suicide",Other/Unknown,"Near Palembang, Indonesia",Jakarta,Hatta,104,97,7,104,97,7,0
12/27/1997,,1997,Antonov,"Intentional Act/Attack, Disappearance",En route/Cruise,"Atlantic Ocean, off Angola",Abidjan,"Rundu, Nambia",5,0,5,5,0,5,0
12/28/1997,2310,1997,Boeing,Other/Undetermined,Landing/Approach,Over the Pacific Ocean,Tokyo,Honolulu,393,374,19,1,1,0,0
12/31/1997,745,1997,Other,Weather Related,Other/Unknown,"Rio Sidra, Panama",Panama City,Rio Sidra,10,9,1,10,9,1,0
1/13/1998,1830,1998,Other,Weather Related,Landing/Approach,"Brno, Czech Republic",Gomel,Kunovice,2,0,2,2,0,2,0
1/27/1998,1145,1998,Fokker,"Mechanical/System Failure, Takeoff/Landing Incident",Takeoff/Initial Climb,"Yangon (Rangoon), Myanmar",Thandwe,Sittwe,45,41,4,16,15,1,0
2/4/1998,2217,1998,Antonov,"Mechanical/System Failure, Loss of Control In-Flight (LOC-I)",Other/Unknown,"Terceira, Portugal",Terceira,Lisbon,7,0,7,7,0,7,0
2/16/1998,2009,1998,Airbus,"Weather Related, Pilot/Human Error, Loss of Control In-Flight (LOC-I), Takeoff/Landing Incident",Landing/Approach,"Taipei, Taiwan",Denpasar,Taipei,196,182,14,196,182,14,7
3/10/1998,1635,1998,Boeing,Other/Undetermined,Landing/Approach,"Mombasa, Kenya","Mombasa, Kenya","Cairo, Egypt",6,0,6,6,0,6,0
3/18/1998,1931,1998,Saab,Mechanical/System Failure,Other/Unknown,"Off Hsinchu, Taiwan",Hsinchu,Kao Hsiung,13,8,5,13,8,5,0
3/19/1998,1400,1998,Boeing,"Weather Related, Takeoff/Landing Incident",Landing/Approach,"Near Charasyab, Afghanistan",Dubai,Kandahar,45,32,13,45,32,13,0
3/28/1998,935,1998,Antonov,"Weather Related, Mechanical/System Failure",En route/Cruise,"Piura, Peru",Tumbes,Piura,55,50,5,22,22,0,1
3/31/1998,,1998,Other,"Mechanical/System Failure, Fire/Smoke Onboard, Takeoff/Landing Incident",Landing/Approach,"Near Mexico City, Mexico",,,4,0,4,2,0,2,0
5/5/1998,2130,1998,Boeing,Weather Related,Landing/Approach,"Andoas, Peru",Iquitos,Andoas,88,81,7,75,69,6,0
5/25/1998,32,1998,Other,Weather Related,En route/Cruise,"Indian Trail, North Carolina","Charlotte, NC","Monroe, NC",5,4,1,5,4,1,0
5/26/1998,930,1998,Other,Other/Undetermined,Other/Unknown,"Near Erdenet, Mongolia",Erdenet,Moron,28,26,2,28,26,2,0
6/25/1998,932,1998,Other,"Weather Related, Mechanical/System Failure",Other/Unknown,"Mt. Waialeale, Hawaii",Sightseeing,,6,4,2,6,4,2,0
7/13/1998,2315,1998,Ilyushin,Other/Undetermined,On Ground,"Off Rasal, United Arab Emirates",Rasal,"Nikolaev, Ukraine",8,0,8,8,0,8,0
7/16/1998,2141,1998,Other,Other/Undetermined,On Ground,"CÃ³rdoba, Argentina",TucumÃ¡n,CÃ³rdoba,3,1,2,3,1,2,0
7/17/1998,415,1998,Ilyushin,Other/Undetermined,Landing/Approach,"Asmara, Eritrea","Bourgas, Bulgaria","Asmara, Eritrea",10,1,9,10,1,9,0
7/28/1998,,1998,Other,"Weather Related, Mechanical/System Failure, Loss of Control In-Flight (LOC-I), Takeoff/Landing Incident",Landing/Approach,"Barcelona, Spain",Palma de Mallorca,Barcelona,2,0,2,2,0,2,0
7/29/1998,1600,1998,Embraer,Mechanical/System Failure,En route/Cruise,"Manacapuru River, Brazil",Tefe,Manaus,24,22,2,5,4,1,0
7/30/1998,1558,1998,Cessna,Other/Undetermined,Landing/Approach,"Near Quiberon, France",Lyon,Lorient,15,12,3,15,12,3,0
8/4/1998,1758,1998,Bombardier/De Havilland,Weather Related,Landing/Approach,"Kincolith, British Columbia, Canada",Prince Rupert,Kincolith,5,4,1,5,4,1,0
8/11/1998,,1998,Antonov,Takeoff/Landing Incident,Landing/Approach,"Saurimo, Angola",,,13,6,7,1,0,1,0
8/19/1998,1640,1998,Cessna,Mechanical/System Failure,En route/Cruise,"Foveaux Strait, New Zealand",Stewart Island,Invercargill,10,9,1,5,4,1,0
8/21/1998,1130,1998,Bombardier/De Havilland,Takeoff/Landing Incident,Takeoff/Initial Climb,"Near Ghorepani, Nepal",Jomsom,Pokhara,18,15,3,18,15,3,0
8/24/1998,1646,1998,Other,Other/Undetermined,Takeoff/Initial Climb,"Pretoria, South Africa",Pretoria,Durban,2,0,2,1,0,1,0
8/29/1998,1303,1998,Tupolev,"Weather Related, Takeoff/Landing Incident",Takeoff/Initial Climb,"Quito, Ecuador",Quito,Guayaquil,91,77,14,70,56,14,10
9/2/1998,2130,1998,Douglas/McDonnell Douglas,"Fire/Smoke Onboard, Takeoff/Landing Incident",Landing/Approach,"Off Peggy's Cove, Nova Scotia, Canada",New York City,Geneva,229,215,14,229,215,14,0
9/2/1998,,1998,Antonov,Intentional Act/Attack,Other/Unknown,Angola,,,24,20,4,24,20,4,0
9/25/1998,900,1998,Other,"Weather Related, Collision",Landing/Approach,"Near Nador, Morroco",Malaga,Melilla,38,34,4,38,34,4,0
9/28/1998,1330,1998,Bombardier/De Havilland,"Weather Related, Takeoff/Landing Incident",Landing/Approach,"Praia, Cape Verde",Sao Nicolau,Praia,22,20,2,1,1,0,0
9/29/1998,1350,1998,Antonov,Intentional Act/Attack,Other/Unknown,"Off Mannar, Sri Lanka",Jaffna,Colombo,55,48,7,55,48,7,0
10/2/1998,945,1998,Douglas/McDonnell Douglas,Other/Undetermined,On Ground,"Near Canaima, Venezuela",Sighteeing,,27,24,3,1,0,1,0
10/10/1998,,1998,Boeing,"Mechanical/System Failure, Intentional Act/Attack, Fire/Smoke Onboard",On Ground,"Near Kindu, Congo",Kindu,Kinshasa,41,38,3,41,38,3,0
10/25/1998,,1998,Other,Other/Undetermined,Other/Unknown,"Rwenzori mountains, Uganda",Entebbe,Kasese,11,10,1,4,3,1,0
11/1/1998,1314,1998,Douglas/McDonnell Douglas,Weather Related,Other/Unknown,"Near Quetzaltenango, Guatemala",Plaa Grande,Quetzaltenango,18,16,2,11,9,2,0
11/11/1998,1122,1998,Antonov,Weather Related,Other/Unknown,"Near Krasnoyarsk, Russia",Krasnoyarsk,Mirny,13,7,6,13,7,6,0
11/21/1998,1743,1998,Other,Collision,En route/Cruise,"Edgewater, Maryland","Brunswick, GA","Annapolis, MD",1,0,1,1,0,1,0
12/7/1998,1103,1998,Other,Other/Undetermined,On Ground,"Baie-Comeau, Canada",Point-Lebel,Rimouski,10,8,2,7,6,1,0
12/11/1998,1910,1998,Airbus,"Weather Related, Pilot/Human Error, Loss of Control In-Flight (LOC-I), Takeoff/Landing Incident",Landing/Approach,"Near Surat Thani, Thailand",Bangkok,Surat Thani,146,132,14,102,91,11,0
12/14/1998,,1998,Antonov,Intentional Act/Attack,Other/Unknown,"Near Cuito, Angola",,,11,6,5,11,6,5,0
12/17/1998,,1998,Antonov,Takeoff/Landing Incident,Landing/Approach,"Saurimo, Angola",Luanda,Saurimo,10,2,8,1,,,0
12/22/1998,15,1998,Antonov,Weather Related,Other/Unknown,"MedellÃ­n, Colombia",BogotÃ¡,MedellÃ­n,5,2,3,5,2,3,0
12/26/1998,1200,1998,Lockheed,Other/Undetermined,Other/Unknown,"Vila Nova, Angola",Huambo,Saurimo,14,10,4,14,10,4,0
1/2/1999,,1999,Lockheed,"Intentional Act/Attack, Takeoff/Landing Incident",Takeoff/Initial Climb,"Near Huambo, Angola",Huambo,Luanda,9,5,4,9,5,4,0
1/12/1999,1700,1999,Fokker,Loss of Control In-Flight (LOC-I),Landing/Approach,"Guernsey, Channel Islands, England",London,Guernsey,2,0,2,2,0,2,0
